eclipse-jdtcore\src\core\CorrectionEngine.java	191	208	eclipse-jdtcore\src\core\CorrectionEngine.java	222	239	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1414	1446	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1773	1804	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1422	1446	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1936	1952	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1469	1474	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1586	1591	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1469	1474	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1815	1820	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1480	1516	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1606	1639	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1482	1487	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1485	1490	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1482	1487	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1611	1616	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1485	1490	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1608	1613	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1525	1535	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1656	1666	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1534	1544	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1856	1866	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1542	1576	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1771	1804	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1553	1576	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1936	1952	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1584	1598	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1810	1826	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1608	1613	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1611	1616	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1679	1687	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1713	1719	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1681	1687	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1907	1911	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1701	1716	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1733	1748	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1715	1725	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1907	1917	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1761	1777	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1916	1932	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	1781	1804	eclipse-jdtcore\src\internal\compiler\ClassFile.java	1936	1952	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	2053	2059	eclipse-jdtcore\src\internal\compiler\ClassFile.java	2064	2070	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	2171	2193	eclipse-jdtcore\src\internal\compiler\ClassFile.java	2191	2211	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	2238	2242	eclipse-jdtcore\src\internal\compiler\ClassFile.java	2271	2277	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	2320	2333	eclipse-jdtcore\src\internal\compiler\ClassFile.java	2345	2359	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	2386	2400	eclipse-jdtcore\src\internal\compiler\parser\Scanner.java	2275	2289	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	2386	2400	eclipse-jdtcore\src\internal\compiler\problem\ProblemHandler.java	123	136	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	73	105	eclipse-jdtcore\src\internal\eval\CodeSnippetClassFile.java	22	56	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	122	177	eclipse-jdtcore\src\internal\eval\CodeSnippetClassFile.java	71	126	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	2017	2093	eclipse-jdtcore\src\internal\eval\CodeSnippetClassFile.java	127	192	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	2053	2059	eclipse-jdtcore\src\internal\eval\CodeSnippetClassFile.java	171	176	0
eclipse-jdtcore\src\internal\compiler\ClassFile.java	2064	2070	eclipse-jdtcore\src\internal\eval\CodeSnippetClassFile.java	161	166	0
eclipse-jdtcore\src\internal\compiler\CompilationResult.java	87	92	eclipse-jdtcore\src\internal\compiler\CompilationResult.java	95	100	0
eclipse-jdtcore\src\internal\compiler\CompilationResult.java	121	127	eclipse-jdtcore\src\internal\compiler\flow\FinallyFlowContext.java	51	63	0
eclipse-jdtcore\src\internal\compiler\Compiler.java	76	94	eclipse-jdtcore\src\internal\compiler\Compiler.java	140	158	0
eclipse-jdtcore\src\internal\compiler\Compiler.java	298	304	eclipse-jdtcore\src\internal\compiler\Compiler.java	475	487	0
eclipse-jdtcore\src\internal\compiler\Compiler.java	6	15	eclipse-jdtcore\src\internal\compiler\batch\Main.java	7	16	0
eclipse-jdtcore\src\internal\compiler\DefaultErrorHandlingPolicies.java	19	41	eclipse-jdtcore\src\internal\compiler\DefaultErrorHandlingPolicies.java	42	58	0
eclipse-jdtcore\src\internal\compiler\DefaultErrorHandlingPolicies.java	19	52	eclipse-jdtcore\src\internal\compiler\DefaultErrorHandlingPolicies.java	31	58	0
eclipse-jdtcore\src\internal\compiler\DefaultErrorHandlingPolicies.java	19	30	eclipse-jdtcore\src\internal\core\CompilationUnitVisitor.java	79	86	0
eclipse-jdtcore\src\internal\compiler\DefaultErrorHandlingPolicies.java	31	41	eclipse-jdtcore\src\internal\core\CompilationUnitVisitor.java	79	86	0
eclipse-jdtcore\src\internal\compiler\DefaultErrorHandlingPolicies.java	42	52	eclipse-jdtcore\src\internal\core\CompilationUnitVisitor.java	79	86	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	132	155	eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	507	530	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	144	153	eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	256	265	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	152	166	eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	288	301	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	203	238	eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	558	594	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	247	263	eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	605	621	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	256	265	eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	519	528	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	264	293	eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	624	653	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	761	782	eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	805	822	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	845	882	eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	1113	1149	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	907	923	eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	1036	1054	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	907	941	eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	1018	1054	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	907	959	eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	1000	1054	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	907	980	eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	982	1054	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	907	998	eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	961	1054	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	907	1016	eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	943	1054	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	907	1034	eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	925	1054	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	22	35	eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	27	40	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	845	885	eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	929	969	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	1085	1094	eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	899	908	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	1103	1149	eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	919	966	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	82	102	eclipse-jdtcore\src\internal\compiler\parser\Parser.java	813	828	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	203	223	eclipse-jdtcore\src\internal\compiler\parser\Parser.java	1226	1248	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	203	223	eclipse-jdtcore\src\internal\compiler\parser\Parser.java	1839	1861	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	558	578	eclipse-jdtcore\src\internal\compiler\parser\Parser.java	1226	1248	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	558	578	eclipse-jdtcore\src\internal\compiler\parser\Parser.java	1839	1861	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	694	709	eclipse-jdtcore\src\internal\compiler\parser\Parser.java	1989	2006	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	698	707	eclipse-jdtcore\src\internal\compiler\parser\Parser.java	1571	1580	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	841	885	eclipse-jdtcore\src\internal\compiler\parser\Parser.java	3974	4017	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	1113	1149	eclipse-jdtcore\src\internal\compiler\parser\Parser.java	3978	4015	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	203	223	eclipse-jdtcore\src\internal\eval\CodeSnippetParser.java	70	89	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	203	223	eclipse-jdtcore\src\internal\eval\CodeSnippetParser.java	134	153	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	558	578	eclipse-jdtcore\src\internal\eval\CodeSnippetParser.java	70	89	0
eclipse-jdtcore\src\internal\compiler\DocumentElementParser.java	558	578	eclipse-jdtcore\src\internal\eval\CodeSnippetParser.java	134	153	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	124	134	eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	179	189	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	149	151	eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	155	161	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	204	221	eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	232	247	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	204	235	eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	219	247	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	519	536	eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	572	588	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	727	736	eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	732	741	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	110	127	eclipse-jdtcore\src\internal\compiler\parser\Parser.java	1374	1391	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	129	143	eclipse-jdtcore\src\internal\compiler\parser\Parser.java	1392	1401	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	169	182	eclipse-jdtcore\src\internal\compiler\parser\Parser.java	2009	2022	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	184	203	eclipse-jdtcore\src\internal\compiler\parser\Parser.java	2023	2037	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	929	969	eclipse-jdtcore\src\internal\compiler\parser\Parser.java	3978	4017	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	876	885	eclipse-jdtcore\src\internal\core\Util.java	470	479	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	876	895	eclipse-jdtcore\src\internal\core\Util.java	493	509	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	876	895	eclipse-jdtcore\src\internal\core\Util.java	530	545	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	876	895	eclipse-jdtcore\src\internal\core\Util.java	553	568	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	876	895	eclipse-jdtcore\src\internal\core\index\impl\Util.java	76	88	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	876	895	eclipse-jdtcore\src\internal\core\index\impl\Util.java	96	108	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	876	895	eclipse-jdtcore\src\internal\core\index\impl\Util.java	116	151	0
eclipse-jdtcore\src\internal\compiler\SourceElementParser.java	880	895	eclipse-jdtcore\src\internal\core\index\impl\Util.java	60	68	0
eclipse-jdtcore\src\internal\compiler\SourceElementRequestorAdapter.java	129	152	eclipse-jdtcore\src\internal\compiler\SourceElementRequestorAdapter.java	137	156	0
eclipse-jdtcore\src\internal\compiler\SourceElementRequestorAdapter.java	129	156	eclipse-jdtcore\src\internal\compiler\SourceElementRequestorAdapter.java	133	156	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	46	51	eclipse-jdtcore\src\internal\compiler\ast\CompilationUnitDeclaration.java	41	49	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	60	65	eclipse-jdtcore\src\internal\compiler\ast\ConstructorDeclaration.java	60	65	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	102	113	eclipse-jdtcore\src\internal\compiler\ast\ConstructorDeclaration.java	106	117	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	125	137	eclipse-jdtcore\src\internal\compiler\ast\ConstructorDeclaration.java	130	143	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	138	143	eclipse-jdtcore\src\internal\compiler\ast\ConstructorDeclaration.java	144	149	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	158	169	eclipse-jdtcore\src\internal\compiler\ast\ConstructorDeclaration.java	213	224	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	241	247	eclipse-jdtcore\src\internal\compiler\ast\ConstructorDeclaration.java	264	274	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	181	186	eclipse-jdtcore\src\internal\compiler\ast\FieldDeclaration.java	77	82	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	39	51	eclipse-jdtcore\src\internal\compiler\ast\TypeDeclaration.java	38	60	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	172	182	eclipse-jdtcore\src\internal\compiler\flow\FlowContext.java	279	286	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	172	183	eclipse-jdtcore\src\internal\compiler\problem\DefaultProblem.java	129	153	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	172	183	eclipse-jdtcore\src\internal\compiler\problem\DefaultProblem.java	123	147	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	172	182	eclipse-jdtcore\src\internal\core\JavaElementDelta.java	321	340	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	172	183	eclipse-jdtcore\src\internal\core\JavaElementDelta.java	316	336	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	173	183	eclipse-jdtcore\src\internal\core\JavaElementDelta.java	312	331	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	172	182	eclipse-jdtcore\src\internal\core\hierarchy\HierarchyResolver.java	46	65	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	172	182	eclipse-jdtcore\src\internal\formatter\impl\FormatterOptions.java	128	135	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	172	183	eclipse-jdtcore\src\internal\formatter\impl\FormatterOptions.java	118	126	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	172	183	eclipse-jdtcore\src\internal\formatter\impl\FormatterOptions.java	120	128	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	172	183	eclipse-jdtcore\src\internal\formatter\impl\FormatterOptions.java	122	130	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	172	183	eclipse-jdtcore\src\internal\formatter\impl\FormatterOptions.java	124	132	0
eclipse-jdtcore\src\internal\compiler\ast\AbstractMethodDeclaration.java	172	183	eclipse-jdtcore\src\internal\formatter\impl\FormatterOptions.java	126	134	0
eclipse-jdtcore\src\internal\compiler\ast\AllocationExpression.java	15	24	eclipse-jdtcore\src\internal\compiler\ast\ArrayInitializer.java	13	22	0
eclipse-jdtcore\src\internal\compiler\ast\AllocationExpression.java	67	81	eclipse-jdtcore\src\internal\compiler\ast\ExplicitConstructorCall.java	104	119	0
eclipse-jdtcore\src\internal\compiler\ast\AllocationExpression.java	87	94	eclipse-jdtcore\src\internal\compiler\ast\ExplicitConstructorCall.java	130	145	0
eclipse-jdtcore\src\internal\compiler\ast\AllocationExpression.java	98	106	eclipse-jdtcore\src\internal\compiler\ast\ExplicitConstructorCall.java	169	177	0
eclipse-jdtcore\src\internal\compiler\ast\AllocationExpression.java	98	107	eclipse-jdtcore\src\internal\compiler\ast\MessageSend.java	141	150	0
eclipse-jdtcore\src\internal\compiler\ast\AllocationExpression.java	25	39	eclipse-jdtcore\src\internal\compiler\ast\QualifiedAllocationExpression.java	31	42	0
eclipse-jdtcore\src\internal\compiler\ast\AllocationExpression.java	46	60	eclipse-jdtcore\src\internal\compiler\ast\QualifiedAllocationExpression.java	53	62	0
eclipse-jdtcore\src\internal\compiler\ast\AllocationExpression.java	76	81	eclipse-jdtcore\src\internal\compiler\ast\QualifiedAllocationExpression.java	77	81	0
eclipse-jdtcore\src\internal\compiler\ast\AllocationExpression.java	98	112	eclipse-jdtcore\src\internal\compiler\ast\QualifiedAllocationExpression.java	106	120	0
eclipse-jdtcore\src\internal\compiler\ast\AllocationExpression.java	40	56	eclipse-jdtcore\src\internal\eval\CodeSnippetAllocationExpression.java	24	40	0
eclipse-jdtcore\src\internal\compiler\ast\AllocationExpression.java	93	114	eclipse-jdtcore\src\internal\eval\CodeSnippetAllocationExpression.java	75	96	0
eclipse-jdtcore\src\internal\compiler\ast\AllocationExpression.java	119	124	eclipse-jdtcore\src\internal\eval\CodeSnippetAllocationExpression.java	125	129	0
eclipse-jdtcore\src\internal\compiler\ast\AllocationExpression.java	98	109	eclipse-jdtcore\src\internal\eval\CodeSnippetMessageSend.java	138	150	0
eclipse-jdtcore\src\internal\compiler\ast\AllocationExpression.java	63	76	eclipse-jdtcore\src\internal\eval\CodeSnippetThisReference.java	41	48	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	126	144	eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	175	194	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	50	62	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	45	53	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	63	85	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	238	254	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	63	85	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	288	304	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	63	85	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	338	354	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	72	83	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	401	412	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	72	83	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	416	427	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	72	83	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	431	442	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	72	83	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	446	456	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	86	101	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	458	468	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	115	131	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	851	857	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	126	138	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	917	923	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	126	138	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	937	943	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	126	139	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	858	866	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	126	139	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	879	887	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	144	156	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	867	874	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	175	187	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	917	923	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	175	187	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	937	943	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	175	188	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	858	866	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	175	188	eclipse-jdtcore\src\internal\compiler\ast\BinaryExpression.java	879	887	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	86	98	eclipse-jdtcore\src\internal\compiler\ast\ConditionalExpression.java	160	172	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	71	78	eclipse-jdtcore\src\internal\compiler\ast\EqualExpression.java	174	183	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	1	30	eclipse-jdtcore\src\internal\compiler\ast\OR_OR_Expression.java	1	30	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	35	40	eclipse-jdtcore\src\internal\compiler\ast\OR_OR_Expression.java	36	41	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	44	112	eclipse-jdtcore\src\internal\compiler\ast\OR_OR_Expression.java	45	116	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	104	114	eclipse-jdtcore\src\internal\compiler\ast\OR_OR_Expression.java	148	158	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	105	123	eclipse-jdtcore\src\internal\compiler\ast\OR_OR_Expression.java	123	141	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	124	138	eclipse-jdtcore\src\internal\compiler\ast\OR_OR_Expression.java	109	122	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	126	138	eclipse-jdtcore\src\internal\compiler\ast\OR_OR_Expression.java	159	170	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	139	147	eclipse-jdtcore\src\internal\compiler\ast\OR_OR_Expression.java	142	150	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	146	164	eclipse-jdtcore\src\internal\compiler\ast\OR_OR_Expression.java	171	189	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	165	187	eclipse-jdtcore\src\internal\compiler\ast\OR_OR_Expression.java	149	170	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	175	187	eclipse-jdtcore\src\internal\compiler\ast\OR_OR_Expression.java	111	122	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	196	213	eclipse-jdtcore\src\internal\compiler\ast\OR_OR_Expression.java	209	225	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	226	238	eclipse-jdtcore\src\internal\compiler\ast\OR_OR_Expression.java	226	238	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	50	61	eclipse-jdtcore\src\internal\compiler\ast\UnaryExpression.java	36	47	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	78	84	eclipse-jdtcore\src\internal\compiler\ast\UnaryExpression.java	62	69	0
eclipse-jdtcore\src\internal\compiler\ast\AND_AND_Expression.java	86	101	eclipse-jdtcore\src\internal\compiler\ast\UnaryExpression.java	124	144	0
eclipse-jdtcore\src\internal\compiler\ast\AnonymousLocalTypeDeclaration.java	116	122	eclipse-jdtcore\src\internal\compiler\ast\LocalTypeDeclaration.java	33	39	0
eclipse-jdtcore\src\internal\compiler\ast\ArrayInitializer.java	46	52	eclipse-jdtcore\src\internal\compiler\ast\ArrayInitializer.java	53	59	0
eclipse-jdtcore\src\internal\compiler\ast\ArrayInitializer.java	139	144	eclipse-jdtcore\src\internal\compiler\ast\Block.java	97	104	0
eclipse-jdtcore\src\internal\compiler\ast\ArrayInitializer.java	138	143	eclipse-jdtcore\src\internal\compiler\ast\ConstructorDeclaration.java	271	279	0
eclipse-jdtcore\src\internal\compiler\ast\ArrayInitializer.java	138	143	eclipse-jdtcore\src\internal\compiler\ast\ForStatement.java	189	195	0
eclipse-jdtcore\src\internal\compiler\ast\ArrayQualifiedTypeReference.java	14	32	eclipse-jdtcore\src\internal\compiler\ast\ArrayTypeReference.java	20	37	0
eclipse-jdtcore\src\internal\compiler\ast\ArrayReference.java	1	15	eclipse-jdtcore\src\internal\compiler\ast\ClassLiteralAccess.java	1	15	0
eclipse-jdtcore\src\internal\compiler\ast\ArrayReference.java	58	72	eclipse-jdtcore\src\internal\compiler\ast\FieldReference.java	111	125	0
eclipse-jdtcore\src\internal\compiler\ast\ArrayReference.java	7	17	eclipse-jdtcore\src\internal\compiler\ast\Initializer.java	8	19	0
eclipse-jdtcore\src\internal\compiler\ast\ArrayReference.java	58	72	eclipse-jdtcore\src\internal\compiler\ast\QualifiedNameReference.java	278	293	0
eclipse-jdtcore\src\internal\compiler\ast\ArrayReference.java	59	72	eclipse-jdtcore\src\internal\compiler\ast\SingleNameReference.java	324	341	0
eclipse-jdtcore\src\internal\compiler\ast\ArrayReference.java	58	72	eclipse-jdtcore\src\internal\eval\CodeSnippetFieldReference.java	88	102	0
eclipse-jdtcore\src\internal\compiler\ast\ArrayReference.java	58	72	eclipse-jdtcore\src\internal\eval\CodeSnippetFieldReference.java	120	136	0
eclipse-jdtcore\src\internal\compiler\ast\ArrayReference.java	58	72	eclipse-jdtcore\src\internal\eval\CodeSnippetQualifiedNameReference.java	84	99	0
eclipse-jdtcore\src\internal\compiler\ast\ArrayReference.java	58	72	eclipse-jdtcore\src\internal\eval\CodeSnippetQualifiedNameReference.java	115	132	0
eclipse-jdtcore\src\internal\compiler\ast\ArrayReference.java	59	72	eclipse-jdtcore\src\internal\eval\CodeSnippetSingleNameReference.java	276	290	0
